iter	Passed	Remaining
666	12246	6114
667	12264	6095
668	12282	6076
669	12301	6058
670	12318	6040
671	12336	6021
672	12351	6001
673	12367	5981
674	12383	5962
675	12403	5944
676	12423	5927
677	12440	5908
678	12458	5890
679	12477	5871
680	12496	5853
681	12515	5835
682	12534	5817
683	12551	5798
684	12568	5779
685	12584	5760
686	12602	5741
687	12618	5722
688	12637	5704
689	12654	5685
690	12672	5666
691	12688	5647
692	12705	5628
693	12727	5611
694	12744	5593
695	12760	5573
696	12778	5554
697	12794	5535
698	12811	5516
699	12827	5497
700	12851	5481
701	12867	5462
702	12885	5443
703	12901	5424
704	12921	5406
705	12942	5389
706	12960	5371
707	12977	5352
708	12995	5333
709	13012	5315
710	13027	5295
711	13044	5276
712	13060	5257
713	13076	5237
714	13093	5219
715	13111	5200
716	13128	5182
717	13146	5163
718	13165	5145
719	13182	5126
720	13201	5108
721	13219	5089
722	13236	5071
723	13254	5052
724	13273	5034
725	13289	5015
726	13306	4996
727	13323	4978
728	13340	4959
729	13357	4940
730	13377	4922
731	13395	4904
732	13411	4885
733	13429	4866
734	13446	4848
735	13464	4829
736	13481	4810
737	13498	4792
738	13515	4773
739	13532	4754
740	13555	4738
741	13575	4720
742	13592	4701
743	13610	4683
744	13626	4664
745	13643	4645
746	13660	4626
747	13675	4607
748	13693	4588
749	13712	4570
750	13728	4551
751	13747	4533
752	13765	4515
753	13782	4496
754	13798	4477
755	13824	4461
756	13842	4443
757	13859	4424
758	13874	4405
759	13891	4386
760	13907	4367
761	13926	4349
762	13948	4332
763	13977	4317
764	13994	4299
765	14010	4280
766	14028	4261
767	14045	4242
768	14063	4224
769	14091	4209
770	14109	4190
771	14129	4172
772	14146	4154
773	14165	4136
774	14182	4117
775	14198	4098
776	14216	4080
777	14236	4062
778	14256	4044
779	14273	4025
780	14289	4006
781	14305	3988
782	14323	3969
783	14340	3951
784	14359	3932
785	14376	3914
786	14392	3895
787	14408	3876
788	14425	3857
789	14442	3839
790	14460	3820
791	14477	3802
792	14495	3783
793	14513	3765
794	14531	3747
795	14552	3729
796	14572	3711
797	14590	3693
798	14606	3674
799	14623	3655
800	14640	3637
801	14658	3619
802	14674	3600
803	14691	3581
804	14707	3562
805	14724	3544
806	14741	3525
807	14760	3507
808	14781	3489
809	14797	3471
810	14814	3452
811	14841	3436
812	14860	3418
813	14877	3399
814	14894	3381
815	14911	3362
816	14927	3343
817	14944	3325
818	14962	3306
819	14979	3288
820	14996	3269
821	15014	3251
822	15030	3232
823	15047	3213
824	15064	3195
825	15080	3176
826	15099	3158
827	15116	3140
828	15132	3121
829	15148	3102
830	15167	3084
831	15185	3066
832	15202	3047
833	15219	3029
834	15238	3011
835	15260	2993
836	15280	2975
837	15300	2957
838	15320	2939
839	15340	2921
840	15359	2903
841	15377	2885
842	15394	2867
843	15410	2848
844	15427	2829
845	15444	2811
846	15462	2793
847	15479	2774
848	15498	2756
849	15515	2738
850	15532	2719
851	15549	2701
852	15566	2682
853	15583	2664
854	15604	2646
855	15622	2628
856	15640	2609
857	15656	2591
858	15673	2572
859	15691	2554
860	15708	2535
861	15723	2517
862	15740	2498
863	15757	2480
864	15775	2462
865	15793	2443
866	15810	2425
867	15838	2408
868	15855	2390
869	15872	2371
870	15889	2353
871	15905	2334
872	15921	2316
873	15938	2297
874	15955	2279
875	15971	2260
876	15990	2242
877	16009	2224
878	16035	2207
879	16052	2188
880	16068	2170
881	16086	2152
882	16106	2134
883	16122	2115
884	16139	2097
885	16155	2078
886	16171	2060
887	16188	2041
888	16207	2023
889	16224	2005
890	16240	1986
891	16258	1968
892	16275	1950
893	16292	1931
894	16309	1913
895	16326	1895
896	16343	1876
897	16360	1858
898	16377	1839
899	16393	1821
900	16411	1803
901	16429	1785
902	16445	1766
903	16461	1748
904	16477	1729
905	16495	1711
906	16511	1693
907	16527	1674
908	16544	1656
909	16559	1637
910	16577	1619
911	16595	1601
912	16611	1582
913	16627	1564
914	16644	1546
915	16660	1527
916	16676	1509
917	16694	1491
918	16710	1472
919	16727	1454
920	16743	1436
921	16759	1417
922	16776	1399
923	16795	1381
924	16823	1364
925	16840	1345
926	16856	1327
927	16873	1309
928	16890	1290
929	16908	1272
930	16925	1254
931	16942	1236
932	16960	1217
933	16978	1199
934	16996	1181
935	17013	1163
936	17032	1145
937	17060	1127
938	17076	1109
939	17093	1091
940	17111	1072
941	17128	1054
942	17145	1036
943	17162	1018
944	17179	999
945	17196	981
946	17214	963
947	17232	945
948	17257	927
949	17273	909
950	17291	890
951	17306	872
952	17323	854
953	17340	836
954	17356	817
955	17373	799
956	17390	781
957	17407	763
958	17424	744
959	17441	726
960	17457	708
961	17472	690
962	17489	671
963	17505	653
964	17523	635
965	17540	617
966	17556	599
967	17573	580
968	17592	562
969	17608	544
970	17625	526
971	17642	508
972	17658	490
973	17673	471
974	17691	453
975	17706	435
976	17722	417
977	17739	399
978	17755	380
979	17772	362
980	17790	344
981	17806	326
982	17835	308
983	17852	290
984	17868	272
985	17885	253
986	17901	235
987	17917	217
988	17937	199
989	17953	181
990	17970	163
991	17988	145
992	18005	126
993	18021	108
994	18042	90
995	18059	72
996	18074	54
997	18091	36
998	18107	18
999	18124	0
