iter	Passed	Remaining
201	3264	12896
202	3281	12881
203	3297	12864
204	3313	12851
205	3328	12829
206	3345	12815
207	3361	12798
208	3370	12754
209	3389	12751
210	3408	12746
211	3424	12730
212	3441	12715
213	3450	12672
214	3463	12647
215	3479	12629
216	3497	12620
217	3514	12606
218	3530	12592
219	3550	12586
220	3567	12573
221	3582	12556
222	3601	12548
223	3618	12535
224	3636	12524
225	3653	12511
226	3669	12495
227	3684	12475
228	3701	12463
229	3719	12451
230	3735	12434
231	3753	12424
232	3763	12388
233	3778	12368
234	3795	12355
235	3812	12343
236	3828	12325
237	3846	12313
238	3862	12297
239	3877	12279
240	3893	12263
241	3910	12248
242	3926	12232
243	3968	12295
244	3987	12287
245	4004	12272
246	4022	12262
247	4038	12246
248	4055	12231
249	4071	12215
250	4089	12202
251	4105	12187
252	4121	12169
253	4130	12130
254	4147	12117
255	4163	12099
256	4179	12082
257	4197	12071
258	4213	12054
259	4230	12040
260	4246	12024
261	4262	12007
262	4280	11994
263	4295	11976
264	4311	11959
265	4329	11946
266	4346	11932
267	4362	11915
268	4380	11904
269	4404	11907
270	4425	11903
271	4441	11886
272	4468	11900
273	4489	11895
274	4505	11879
275	4524	11867
276	4540	11852
277	4557	11837
278	4574	11821
279	4591	11806
280	4609	11793
281	4625	11777
282	4640	11756
283	4651	11727
284	4669	11714
285	4685	11698
286	4702	11681
287	4718	11664
288	4735	11650
289	4751	11633
290	4769	11621
291	4786	11605
292	4804	11593
293	4821	11578
294	4838	11562
295	4853	11543
296	4869	11526
297	4886	11511
298	4903	11495
299	4919	11478
300	4935	11460
301	5007	11573
302	5026	11561
303	5044	11549
304	5060	11530
305	5076	11513
306	5093	11497
307	5110	11481
308	5127	11465
309	5142	11446
310	5157	11427
311	5174	11411
312	5192	11397
313	5209	11381
314	5227	11368
315	5244	11352
316	5260	11333
317	5276	11316
318	5294	11301
319	5309	11283
320	5325	11265
321	5342	11248
322	5359	11234
323	5376	11216
324	5393	11202
325	5411	11188
326	5429	11175
327	5446	11158
328	5464	11144
329	5481	11129
330	5498	11112
331	5513	11094
332	5530	11077
333	5546	11060
334	5563	11043
335	5579	11026
336	5595	11008
337	5612	10992
338	5630	10978
339	5646	10961
340	5667	10953
341	5684	10937
342	5701	10921
343	5719	10906
344	5736	10890
345	5752	10873
346	5770	10859
347	5787	10843
348	5805	10830
349	5824	10817
350	5841	10801
351	5857	10783
352	5874	10766
353	5890	10749
354	5905	10729
355	5922	10713
356	5938	10696
357	5955	10680
358	5972	10664
359	6014	10692
360	6033	10680
361	6050	10662
362	6065	10643
363	6082	10627
364	6099	10612
365	6116	10595
366	6134	10580
367	6150	10563
368	6168	10548
369	6186	10533
370	6202	10515
371	6218	10498
372	6238	10487
373	6254	10469
374	6270	10451
375	6287	10435
376	6304	10418
377	6320	10401
378	6337	10384
379	6354	10368
380	6370	10350
381	6385	10330
382	6403	10315
383	6420	10299
384	6441	10289
385	6470	10292
386	6491	10282
387	6510	10268
388	6527	10252
389	6543	10234
390	6559	10217
391	6577	10201
392	6594	10185
393	6611	10168
394	6630	10155
395	6677	10184
396	6694	10167
397	6711	10151
398	6729	10137
399	6746	10119
400	6764	10104
401	6780	10085
402	6796	10068
403	6813	10051
404	6830	10034
405	6848	10019
406	6867	10005
407	6884	9989
408	6900	9971
409	6918	9956
410	6934	9938
411	6952	9921
412	6968	9904
413	6985	9888
414	7001	9870
415	7044	9889
416	7063	9874
417	7082	9861
418	7107	9854
419	7132	9849
420	7151	9834
421	7168	9818
422	7185	9801
423	7202	9784
424	7219	9767
425	7235	9748
426	7253	9733
427	7270	9716
428	7286	9698
429	7302	9680
430	7319	9662
431	7337	9646
432	7353	9629
433	7370	9612
434	7386	9594
435	7404	9577
436	7421	9560
437	7439	9546
438	7462	9536
439	7483	9524
440	7502	9510
441	7519	9492
442	7536	9475
443	7553	9458
444	7569	9440
445	7586	9423
446	7603	9407
447	7620	9390
448	7638	9373
449	7656	9357
450	7673	9340
451	7689	9322
452	7707	9306
453	7726	9292
454	7743	9274
455	7759	9257
456	7776	9240
457	7792	9222
458	7809	9204
459	7826	9187
460	7843	9170
461	7863	9156
462	7879	9138
463	7895	9120
464	7912	9103
465	7929	9086
466	7947	9070
467	7964	9053
468	7981	9036
469	7997	9018
470	8014	9001
471	8030	8983
472	8073	8994
473	8094	8982
474	8112	8966
475	8129	8949
476	8147	8933
477	8163	8915
478	8179	8897
479	8195	8878
480	8213	8862
481	8229	8844
482	8245	8825
483	8262	8808
484	8280	8792
485	8306	8785
486	8323	8767
487	8339	8750
488	8357	8734
489	8374	8716
490	8391	8698
491	8407	8681
492	8424	8663
493	8442	8647
494	8462	8633
495	8479	8616
496	8497	8600
497	8517	8585
498	8535	8569
499	8550	8550
500	8568	8534
501	8584	8516
502	8601	8498
503	8616	8479
504	8642	8471
505	8658	8453
506	8678	8438
507	8696	8422
508	8712	8404
509	8729	8387
510	8745	8369
511	8761	8350
512	8777	8332
513	8794	8315
514	8812	8299
515	8830	8282
516	8847	8265
517	8863	8247
518	8880	8230
519	8898	8213
520	8916	8197
521	8933	8180
522	8950	8163
523	8969	8148
524	9000	8142
525	9019	8128
526	9036	8110
527	9052	8091
528	9097	8099
529	9117	8085
530	9136	8069
531	9152	8051
532	9169	8033
533	9185	8015
534	9203	7999
535	9219	7981
536	9236	7963
537	9251	7944
538	9268	7927
539	9285	7909
540	9303	7893
541	9320	7876
542	9337	7858
543	9353	7840
544	9369	7822
545	9386	7804
546	9404	7788
547	9422	7771
548	9441	7756
549	9459	7739
550	9475	7721
551	9491	7703
552	9508	7686
553	9527	7670
554	9546	7654
555	9564	7638
556	9581	7620
557	9598	7603
558	9615	7585
559	9632	7568
560	9647	7549
561	9664	7532
562	9681	7514
563	9698	7497
564	9717	7481
565	9740	7469
566	9758	7452
567	9774	7434
568	9791	7416
569	9807	7399
570	9825	7382
571	9844	7366
572	9861	7348
573	9878	7331
574	9894	7313
575	9911	7296
576	9929	7279
577	9946	7261
578	9961	7243
579	9979	7226
580	9995	7208
581	10011	7190
582	10029	7174
583	10046	7156
584	10062	7138
585	10079	7121
586	10122	7122
587	10145	7108
588	10163	7091
589	10180	7074
590	10196	7056
591	10212	7038
592	10229	7021
593	10245	7003
594	10261	6984
595	10277	6966
596	10294	6949
597	10313	6932
598	10330	6915
599	10348	6899
600	10365	6881
601	10384	6865
602	10400	6847
603	10417	6830
604	10434	6812
605	10452	6795
606	10469	6778
607	10486	6760
608	10503	6743
609	10519	6725
610	10539	6710
611	10560	6694
612	10578	6678
613	10595	6661
614	10613	6643
615	10631	6627
616	10648	6609
617	10665	6592
618	10682	6575
619	10698	6557
620	10715	6539
621	10731	6521
622	10750	6505
623	10772	6491
624	10791	6474
625	10807	6456
626	10824	6439
627	10839	6420
628	10854	6402
629	10871	6384
630	10887	6367
631	10904	6349
632	10920	6331
633	10936	6313
634	10952	6295
635	10983	6285
636	10998	6267
637	11015	6250
638	11031	6232
639	11047	6214
640	11064	6196
641	11080	6179
642	11097	6161
643	11114	6143
644	11160	6142
645	11181	6127
646	11198	6109
647	11215	6092
648	11231	6074
649	11247	6056
650	11263	6038
651	11280	6021
652	11297	6003
653	11315	5986
654	11330	5968
655	11347	5950
656	11365	5933
657	11393	5921
658	11411	5905
659	11428	5887
660	11444	5869
661	11460	5851
662	11478	5834
663	11494	5816
664	11512	5799
665	11528	5781
666	11544	5763
667	11561	5746
668	11581	5730
669	11599	5713
670	11616	5695
671	11632	5677
672	11651	5661
673	11669	5644
674	11704	5635
675	11720	5617
676	11736	5599
677	11753	5582
678	11770	5564
679	11789	5548
680	11808	5531
681	11825	5513
682	11841	5495
683	11857	5478
684	11873	5460
685	11891	5443
686	11908	5425
687	11924	5407
688	11940	5389
689	11977	5381
690	11994	5363
691	12012	5346
692	12027	5328
693	12044	5310
694	12060	5292
695	12076	5274
696	12092	5256
697	12109	5239
698	12125	5221
699	12173	5217
700	12217	5211
701	12241	5196
702	12263	5181
703	12283	5164
704	12304	5148
705	12337	5137
706	12359	5122
707	12383	5107
708	12410	5093
709	12432	5077
710	12452	5061
711	12471	5044
712	12491	5028
713	12511	5011
714	12529	4994
715	12550	4978
716	12569	4961
717	12591	4945
718	12614	4929
719	12639	4915
720	12664	4900
721	12688	4885
722	12708	4868
723	12729	4852
724	12751	4836
725	12795	4829
726	12813	4811
727	12832	4794
728	12851	4777
729	12870	4760
730	12890	4743
731	12908	4726
732	12926	4708
733	12944	4691
734	12962	4673
735	12982	4656
736	13002	4640
737	13021	4622
738	13052	4609
739	13088	4598
740	13111	4582
741	13134	4567
742	13155	4550
743	13174	4533
744	13196	4516
745	13247	4510
746	13283	4498
747	13304	4482
748	13323	4464
749	13341	4447
750	13369	4432
751	13389	4415
752	13412	4399
753	13433	4382
754	13453	4365
755	13476	4349
756	13499	4333
757	13522	4317
758	13544	4300
759	13567	4284
760	13606	4273
761	13627	4256
762	13648	4239
763	13668	4222
764	13690	4205
765	13712	4188
766	13734	4172
767	13756	4155
768	13791	4142
769	13815	4126
770	13834	4109
771	13853	4091
772	13872	4073
773	13891	4056
774	13909	4038
775	13925	4019
776	13943	4001
777	13960	3983
778	13976	3965
779	13993	3946
780	14008	3928
781	14024	3909
782	14043	3892
783	14060	3873
784	14076	3855
785	14094	3837
786	14110	3818
787	14125	3800
788	14142	3782
789	14160	3764
790	14176	3745
791	14193	3727
792	14210	3709
793	14227	3691
794	14243	3672
795	14288	3661
796	14307	3644
797	14324	3625
798	14341	3607
799	14359	3589
800	14383	3573
801	14400	3555
802	14417	3536
803	14433	3518
804	14450	3500
805	14466	3482
806	14483	3463
807	14500	3445
808	14516	3427
809	14533	3409
810	14550	3390
811	14570	3373
812	14588	3355
813	14604	3337
814	14620	3318
815	14636	3300
816	14653	3282
817	14669	3263
818	14685	3245
819	14701	3227
820	14721	3209
821	14743	3192
822	14766	3175
823	14783	3157
824	14801	3139
825	14819	3121
826	14835	3103
827	14851	3085
828	14868	3066
829	14885	3048
830	14901	3030
831	14918	3012
832	14934	2994
833	14950	2975
834	14966	2957
835	14983	2939
836	15003	2921
837	15020	2903
838	15037	2885
839	15053	2867
840	15070	2849
841	15090	2831
842	15106	2813
843	15122	2795
844	15140	2777
845	15156	2758
846	15172	2740
847	15188	2722
848	15207	2704
849	15224	2686
850	15242	2668
851	15258	2650
852	15274	2632
853	15321	2619
854	15344	2602
855	15364	2584
856	15384	2567
857	15402	2549
858	15417	2530
859	15436	2512
860	15451	2494
861	15467	2476
862	15483	2458
863	15499	2439
864	15515	2421
865	15534	2403
866	15552	2385
867	15569	2367
868	15586	2349
869	15605	2331
870	15623	2313
871	15640	2295
872	15656	2277
873	15674	2259
874	15691	2241
875	15707	2223
876	15723	2205
877	15739	2187
878	15763	2169
879	15786	2152
880	15807	2135
881	15829	2117
882	15848	2100
883	15869	2082
884	15888	2064
885	15909	2047
886	15928	2029
887	15948	2011
888	15970	1994
889	15991	1976
890	16012	1958
891	16042	1942
892	16064	1924
893	16083	1906
894	16103	1889
895	16123	1871
896	16167	1856
897	16185	1838
898	16207	1820
899	16228	1803
900	16251	1785
901	16272	1767
902	16290	1749
903	16311	1732
904	16365	1717
905	16388	1700
906	16410	1682
907	16446	1666
908	16466	1648
909	16488	1630
910	16505	1612
911	16523	1594
912	16541	1576
913	16557	1557
914	16575	1539
915	16591	1521
916	16612	1503
917	16630	1485
918	16647	1467
919	16664	1449
920	16681	1430
921	16698	1412
922	16716	1394
923	16733	1376
924	16750	1358
925	16769	1340
926	16791	1322
927	16811	1304
928	16829	1286
929	16846	1268
930	16867	1250
931	16884	1231
932	16901	1213
933	16919	1195
934	16936	1177
935	16953	1159
936	16970	1141
937	16988	1122
938	17005	1104
939	17024	1086
940	17054	1069
941	17074	1051
942	17097	1033
943	17118	1015
944	17139	997
945	17159	979
946	17179	961
947	17200	943
948	17220	925
949	17240	907
950	17261	889
951	17280	871
952	17300	853
953	17322	835
954	17343	817
955	17434	802
956	17457	784
957	17485	766
958	17506	748
959	17528	730
960	17546	712
961	17565	693
962	17584	675
963	17602	657
964	17628	639
965	17648	621
966	17668	602
967	17688	584
968	17710	566
969	17732	548
970	17752	530
971	17770	511
972	17789	493
973	17807	475
974	17825	457
975	17842	438
976	17876	420
977	17898	402
978	17915	384
979	17933	365
980	17949	347
981	17965	329
982	17982	310
983	18000	292
984	18017	274
985	18035	256
986	18052	237
987	18071	219
988	18087	201
989	18105	182
990	18122	164
991	18140	146
992	18158	128
993	18176	109
994	18194	91
995	18211	73
996	18228	54
997	18247	36
998	18265	18
999	18284	0
